
[1mRooFit v3.60 -- Developed by Wouter Verkerke and David Kirkby[0m 
                Copyright (C) 2000-2013 NIKHEF, University of California & Stanford University
                All rights reserved, please read http://roofit.sourceforge.net/license.txt

 10 ./Templater
 10 -in
 10 -conf
 10 -flag
 10 -mc
 10 -ff
Configuring
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: applyTauCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: applyBMCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 1 :: for param :: applyIsoCut
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 20 :: for param :: nBinsMass
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 11 :: for param :: nBinsQsq
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 10 :: for param :: nBinsEmu
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 20 :: for param :: nBinsMMsq
 ::: Setting Fit Parameters from config/config_NorBin_IsoPIDCut_Q2.txt file ::: 
Read value :: 0 :: for param :: doPhiPi
Setting output 
 Entering Do Template 
-------------------------
Set LHCb Style - Feb 2012
-------------------------
Going to write output file :: output/RootOutp_MCAll_bin0_NorBIsoPIDCutBsDsDs_Weight.root
 /afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BsDD_NoCL_CB_Sim09b.root
TFile**		/afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BsDD_NoCL_CB_Sim09b.root	
 TFile*		/afs/cern.ch/user/r/rvazquez/RDS/DaVinciDev_v41r3/Phys/BsDsMuNuForRDS/src/DsMass_WithSWeighted_Dsst_BsDD_NoCL_CB_Sim09b.root	
  KEY: TTree	DecayTree;1	tree with weights
nentries = 2986
With weight = ( McorrDsst > 3000 && McorrDsst < 8000 && (Ds_MM>1940 && Ds_MM<2000) && sq > 0. && ( Kpl_P>5000 && Kmi_P>5000 && pi_P>5000 && (Kpl_PT>800 || Kmi_PT>800 || pi_PT>800) && Ds_PT>2000 && Bs_0_BDTS_DOCA<0.50 && Bs_0_FDCHI2_TOPPV>50 && 1940<Ds_MM && 2000>Ds_MM  )  && ( mu_PIDmu > 0) && (mu_iso_MinBDT_Long>-0.5) )*sigw
2986
--- ... Processing event: 0
mass 4117.27, q2 5.74142e+06
mass 5132.15, q2 2.34772e+06
mass 4438.91, q2 1.79563e+06
mass 5172.28, q2 4.94795e+06
mass 4395.75, q2 1.4679e+06
mass 4278.64, q2 4.49308e+06
mass 3584.56, q2 2.81755e+06
mass 6314.77, q2 5.49924e+06
mass 4848.5, q2 2.72532e+06
mass 4882.06, q2 5.77468e+06
mass 4119.33, q2 984677
mass 3912.47, q2 1.13077e+06
mass 4404.81, q2 6.21134e+06
mass 4120.44, q2 2.60925e+06
mass 5341.28, q2 678469
mass 4452.84, q2 946958
mass 5201.18, q2 107255
mass 3589.73, q2 6.3252e+06
mass 4571.75, q2 5.30341e+06
mass 3710.62, q2 8.80138e+06
mass 3646.07, q2 1.32734e+06
mass 5289.33, q2 2.6262e+06
mass 4204.68, q2 4.38983e+06
mass 4843.59, q2 2.89203e+06
mass 3896.5, q2 1.91236e+06
mass 3324.77, q2 391119
mass 4213.2, q2 5.08004e+06
mass 4062.57, q2 1.93674e+06
mass 4771.12, q2 161925
mass 3813.93, q2 5.18314e+06
mass 3967.16, q2 2.26026e+06
mass 4491.77, q2 2.40558e+06
mass 4336.8, q2 2.08469e+06
mass 3751.13, q2 737444
mass 4739.22, q2 3.54854e+06
mass 3950.25, q2 3.15211e+06
mass 4473.23, q2 256743
mass 3734.81, q2 1.49778e+06
mass 5990.34, q2 3.90289e+06
mass 4323.07, q2 7.03366e+06
mass 4987.55, q2 498319
mass 5531.22, q2 -360549
mass 6969.41, q2 5.5127e+06
mass 4135.66, q2 1.03175e+06
mass 3406.49, q2 4.61475e+06
mass 4794.21, q2 2.03466e+06
mass 4459.08, q2 427630
mass 5071.46, q2 4.62052e+06
mass 4790.88, q2 2.93916e+06
mass 4754.53, q2 2.21914e+06
mass 4125.68, q2 1.49753e+06
mass 5672.83, q2 4.95299e+06
mass 4231.83, q2 1.70512e+06
mass 4301.44, q2 3.29754e+06
mass 3560.5, q2 2.69821e+06
mass 3974.56, q2 1.5423e+06
mass 3573.96, q2 1.27076e+06
mass 5051.45, q2 6.01235e+06
mass 4467.21, q2 1.53155e+06
mass 4599.37, q2 2.977e+06
mass 4350.82, q2 2.69686e+06
mass 4107.46, q2 2.21061e+06
mass 3687.67, q2 1.13513e+06
mass 3828.06, q2 1.4336e+06
mass 3907.19, q2 3.10976e+06
mass 4238.73, q2 5.88589e+06
mass 4486.55, q2 1.94708e+06
mass 3877.67, q2 2.01563e+06
mass 4745.1, q2 149205
mass 4502.19, q2 6.61108e+06
mass 4521.5, q2 1.22735e+06
mass 4613.43, q2 3.15844e+06
mass 4908.92, q2 7.47104e+06
mass 3421.4, q2 2.458e+06
mass 4412.91, q2 3.20719e+06
mass 3720.52, q2 1.72828e+06
mass 5379.64, q2 3.54036e+06
mass 5408.49, q2 831601
mass 7605.3, q2 -560649
mass 3873.68, q2 2.95448e+06
mass 5134.8, q2 2.73157e+06
mass 3729.5, q2 2.02865e+06
mass 5092.23, q2 3.02394e+06
mass 4599.53, q2 5.40433e+06
mass 4703.81, q2 325827
mass 4470.36, q2 2.52557e+06
mass 4085.69, q2 1.23455e+06
mass 4456.55, q2 3.01118e+06
mass 4090.61, q2 8.55698e+06
mass 4312.95, q2 2.00115e+06
mass 4834.16, q2 4.1719e+06
mass 4550.08, q2 2.55275e+06
mass 4934.62, q2 1.62506e+06
mass 4645.63, q2 1.52214e+06
mass 4083.36, q2 1.68535e+06
mass 4112.9, q2 2.21933e+06
mass 4078.86, q2 538611
mass 4883.22, q2 2.42933e+06
mass 4079.13, q2 6.78744e+06
mass 4222.42, q2 6.338e+06
mass 4848.77, q2 1.86512e+06
mass 4204.33, q2 2.29752e+06
mass 3383.94, q2 1.56264e+06
mass 4013.65, q2 3.45122e+06
mass 5602.54, q2 2.15919e+06
mass 3828.56, q2 2.22248e+06
mass 4559, q2 2.36952e+06
mass 6489.42, q2 1.32014e+06
mass 4509.79, q2 361151
mass 4216.23, q2 1.06287e+06
mass 4148.12, q2 1.50921e+06
mass 4441.29, q2 1.47188e+06
mass 4257.44, q2 2.97958e+06
mass 4619.53, q2 612254
mass 4945.46, q2 3.93515e+06
mass 4375.35, q2 2.93434e+06
mass 4430.28, q2 7.49275e+06
mass 4207.03, q2 1.11223e+06
mass 3995.92, q2 504622
mass 4875.82, q2 3.1713e+06
mass 4073.47, q2 9.87381e+06
mass 3669.26, q2 4.46422e+06
mass 3409.2, q2 1.8455e+06
mass 4408.05, q2 863242
mass 3235.58, q2 2.39687e+06
mass 4351.8, q2 1.43525e+06
mass 5453.27, q2 5.4796e+06
mass 4983.55, q2 8.36421e+06
mass 5604.91, q2 4.90128e+06
mass 4218.64, q2 1.77078e+06
mass 4974.78, q2 699618
mass 4184.95, q2 810863
mass 4391.27, q2 1.58741e+06
mass 3897.8, q2 2.55022e+06
mass 3581.96, q2 1.73461e+06
mass 4537.47, q2 1.4886e+06
mass 4678.63, q2 1.89473e+06
mass 6088.01, q2 452775
mass 5096.04, q2 506184
mass 4255.22, q2 7.34764e+06
mass 8573.3, q2 -6.52513e+06
mass 3781.57, q2 2.15128e+06
mass 3610.1, q2 1.82028e+06
mass 4707.89, q2 387529
mass 4717.34, q2 3.05716e+06
mass 4367.2, q2 4.50492e+06
mass 4908.63, q2 6.21744e+06
mass 5410.92, q2 4.05363e+06
mass 3685.16, q2 2.9914e+06
mass 5405.36, q2 3.98144e+06
mass 4209.59, q2 4.91377e+06
mass 4398.51, q2 1.84871e+06
mass 4989.73, q2 3.85955e+06
mass 3721.84, q2 6.69018e+06
mass 4251.55, q2 2.25282e+06
mass 4357.55, q2 721587
mass 4386.19, q2 6.53542e+06
mass 4848.5, q2 3.23546e+06
mass 4679.27, q2 1.08455e+06
mass 4182.55, q2 4.43081e+06
mass 4523.67, q2 2.91066e+06
mass 4368.23, q2 4.13433e+06
mass 4067.32, q2 137980
mass 4729, q2 2.04384e+06
mass 4902.83, q2 1.8265e+06
mass 4126.02, q2 1.47129e+06
mass 4342.07, q2 9.70531e+06
mass 3623.12, q2 920936
mass 3757.38, q2 2.23963e+06
mass 4194.07, q2 2.6715e+06
mass 4656.98, q2 1.67522e+06
mass 5841.55, q2 -1.82534e+06
mass 4698.96, q2 5.31261e+06
mass 4610.75, q2 2.32498e+06
mass 4698.42, q2 1.6584e+06
mass 5426.75, q2 601428
mass 4313.74, q2 1.34225e+06
mass 4521.16, q2 1.94923e+06
mass 5340.68, q2 729255
mass 4625.43, q2 1.7144e+06
mass 5339.72, q2 4.12902e+06
mass 4534.58, q2 2.72145e+06
mass 4665.18, q2 360728
mass 3221.29, q2 2.65483e+06
mass 4849.94, q2 6.19101e+06
mass 5130.65, q2 2.10793e+06
mass 4427.96, q2 7.9932e+06
mass 4436.47, q2 4.68557e+06
mass 4534.28, q2 4.61279e+06
mass 4348.2, q2 6.76962e+06
mass 4773.67, q2 3.93518e+06
mass 3856.05, q2 6.2301e+06
mass 4221.98, q2 1.91218e+06
mass 4915.63, q2 4.49319e+06
mass 4662.35, q2 3.3184e+06
mass 4767.04, q2 836150
mass 4370.91, q2 4.58012e+06
mass 5022.66, q2 1.36891e+06
mass 4284.6, q2 4.05996e+06
mass 5752.03, q2 1.06624e+06
mass 5191.08, q2 1.55305e+06
mass 4299.21, q2 1.79565e+06
mass 4039.89, q2 1.38494e+06
mass 4990.32, q2 2.86628e+06
mass 4945.62, q2 339574
mass 4819.58, q2 3.98417e+06
mass 4409.38, q2 1.86971e+06
mass 4960.81, q2 2.73902e+06
mass 5015.26, q2 242590
mass 3754.11, q2 1.91577e+06
mass 4068.43, q2 2.30083e+06
mass 5248.16, q2 4.70771e+06
mass 3787.06, q2 2.36876e+06
mass 5030.11, q2 930318
mass 3432.51, q2 1.9574e+06
mass 4002.85, q2 1.83379e+06
mass 4539.14, q2 962838
mass 4243.92, q2 1.92377e+06
mass 4326.87, q2 3.55468e+06
mass 5590.95, q2 2.48957e+06
mass 4425.97, q2 683681
mass 3577.21, q2 2.53616e+06
mass 4002.32, q2 1.11445e+06
mass 5292.19, q2 4.89555e+06
mass 4423.03, q2 1.14548e+06
mass 4648.9, q2 3.36122e+06
mass 4238.01, q2 1.54069e+06
mass 4694.44, q2 4.55777e+06
mass 4858.87, q2 2.61256e+06
mass 3745.14, q2 3.2041e+06
mass 4682.08, q2 903766
mass 4522.72, q2 1.16471e+06
mass 4219.66, q2 6.82806e+06
mass 4453.17, q2 552875
mass 4605.4, q2 3.83821e+06
mass 5296.07, q2 2.41049e+06
mass 4086.55, q2 1.72461e+06
mass 4037.85, q2 2.8787e+06
mass 4366.02, q2 2.02138e+06
mass 4847.59, q2 3.98357e+06
mass 5728.17, q2 6.33178e+06
mass 5149.05, q2 4.34341e+06
mass 4519.63, q2 6.62826e+06
mass 5246.67, q2 316463
mass 4355.38, q2 4.0519e+06
mass 5091.56, q2 2.93426e+06
mass 4108.54, q2 2.03893e+06
mass 5493.33, q2 4.43378e+06
mass 5322.1, q2 2.49398e+06
mass 4998.97, q2 2.97263e+06
mass 3484.29, q2 2.09436e+06
mass 5178.96, q2 5.5699e+06
mass 4945.58, q2 7.09769e+06
mass 4443.21, q2 3.72363e+06
mass 4757.18, q2 7.55483e+06
mass 5299.51, q2 1.3719e+06
mass 3821.63, q2 6.43533e+06
mass 3725.23, q2 584695
mass 4021.41, q2 1.64396e+06
mass 4878.86, q2 2.68181e+06
mass 3358.77, q2 2.05866e+06
mass 4957.6, q2 291381
mass 4138.94, q2 6.65424e+06
mass 4707.6, q2 3.47721e+06
mass 4447.27, q2 2.45202e+06
mass 5208.95, q2 7.76991e+06
mass 3689.59, q2 1.25207e+06
mass 4172.45, q2 2.67581e+06
mass 5242.69, q2 5.66751e+06
mass 4239.79, q2 5.05961e+06
mass 4225.56, q2 6.48967e+06
mass 5836.96, q2 3.41621e+06
mass 4381.79, q2 4.1171e+06
mass 4545.68, q2 2.33253e+06
mass 5002.96, q2 4.98944e+06
mass 6747.07, q2 -3.86864e+06
mass 5360.37, q2 961589
mass 3718.66, q2 9.54218e+06
mass 4919.82, q2 2.47378e+06
mass 5028.01, q2 5.78246e+06
mass 5550.96, q2 246052
mass 4384.36, q2 2.79021e+06
mass 4934.38, q2 2.05831e+06
mass 7549, q2 -5.37959e+06
mass 4222.19, q2 1.19689e+06
mass 3447.97, q2 2.07233e+06
mass 4079.49, q2 4.70103e+06
mass 4855.51, q2 3.33941e+06
mass 3996.31, q2 8.57697e+06
mass 3708.55, q2 2.47597e+06
mass 4807.18, q2 7.80978e+06
mass 4191.56, q2 1.81867e+06
mass 5393.64, q2 1.31979e+06
mass 4166.05, q2 5.64631e+06
mass 4848.47, q2 4.8033e+06
mass 3508.28, q2 1.85755e+06
mass 3783.28, q2 3.65409e+06
mass 4102.6, q2 2.26363e+06
mass 5266.31, q2 4.33028e+06
mass 4300.16, q2 3.11472e+06
mass 4789.68, q2 3.40899e+06
mass 3728.67, q2 1.13762e+06
mass 3946.95, q2 1.5359e+06
mass 3766.75, q2 1.04745e+06
mass 4608.79, q2 452258
mass 4903.33, q2 795792
mass 6107.47, q2 983858
mass 4947.67, q2 6.09839e+06
mass 3995.88, q2 1.69186e+06
mass 4194.36, q2 4.05941e+06
mass 4744.48, q2 3.59961e+06
mass 4115.02, q2 1.03536e+06
mass 5009.05, q2 5.16133e+06
mass 5656.32, q2 4.84496e+06
mass 3405.29, q2 2.6071e+06
mass 4827.35, q2 793355
mass 4428.36, q2 5.17396e+06
mass 3547.03, q2 2.42961e+06
mass 4191.62, q2 5.99117e+06
mass 4756.21, q2 1.73079e+06
mass 4015.03, q2 2.19139e+06
mass 3361.55, q2 6.05298e+06
mass 4347.92, q2 879508
mass 3604.04, q2 2.01977e+06
mass 3947.1, q2 1.31341e+06
mass 3515.38, q2 1.49884e+06
mass 4665.85, q2 6.5574e+06
mass 3680.99, q2 1.63325e+06
mass 4566.13, q2 4.26119e+06
mass 4535.9, q2 3.22037e+06
mass 4982, q2 3.92072e+06
mass 4391.85, q2 4.83549e+06
mass 5234.75, q2 905884
mass 5049.77, q2 3.00082e+06
mass 4281.53, q2 5.56217e+06
mass 4141.47, q2 1.0242e+07
mass 4281.34, q2 3.30023e+06
mass 3936.71, q2 1.01578e+06
mass 7093.82, q2 -7.37775e+06
mass 5435.64, q2 1.49118e+06
mass 6137.4, q2 -1.19684e+06
mass 4260.26, q2 7.30829e+06
mass 4227.02, q2 7.42762e+06
mass 3756.31, q2 952037
mass 5296.66, q2 3.30421e+06
mass 6034.99, q2 1.85063e+06
mass 3750.99, q2 998334
mass 4585.76, q2 2.84544e+06
mass 4210.44, q2 1.83495e+06
mass 4310.38, q2 2.31873e+06
mass 4341.79, q2 3.06402e+06
mass 3244.89, q2 1.85283e+06
mass 4003.76, q2 4.98357e+06
mass 4934.54, q2 2.24714e+06
mass 4025.94, q2 3.68099e+06
mass 4705.03, q2 1.7425e+06
mass 4598.45, q2 4.23682e+06
mass 4500.27, q2 3.7859e+06
mass 5017.98, q2 2.27335e+06
mass 4037.85, q2 1.00664e+06
mass 4635.44, q2 754791
mass 5201.7, q2 1.83492e+06
mass 5253.93, q2 3.62259e+06
mass 4043.63, q2 1.76867e+06
mass 3799.18, q2 3.98482e+06
mass 5215.41, q2 1.67623e+06
mass 4776.19, q2 4.60269e+06
mass 4802.82, q2 4.45221e+06
mass 4691.27, q2 5.33843e+06
mass 4372.43, q2 652616
mass 5033.95, q2 180902
mass 5240.43, q2 463569
mass 4925.06, q2 5.65064e+06
mass 4359.8, q2 1.82658e+06
mass 3355.15, q2 2.24703e+06
mass 4665.23, q2 565279
mass 5147.42, q2 103525
mass 3919.88, q2 2.63927e+06
mass 3898.16, q2 5.31346e+06
mass 4936.28, q2 4.21917e+06
mass 5771.39, q2 5.4944e+06
mass 5621.65, q2 1.40095e+06
mass 4157.26, q2 3.3361e+06
mass 3839.33, q2 6.0246e+06
mass 4376.84, q2 8.09425e+06
mass 3348.58, q2 3.55282e+06
mass 4101.93, q2 2.26459e+06
mass 5423.75, q2 4.20345e+06
mass 3683.8, q2 2.63451e+06
mass 4643.22, q2 4.82492e+06
mass 5714.1, q2 2.77584e+06
mass 4568.16, q2 6.54686e+06
mass 4401.25, q2 1.38857e+06
mass 4320.43, q2 682362
mass 3865.91, q2 384915
mass 3711.41, q2 2.83991e+06
mass 3542.77, q2 1.44586e+06
mass 5210.95, q2 1.05657e+06
mass 5440.42, q2 5.55711e+06
mass 5531.08, q2 4.02929e+06
mass 4932.03, q2 3.95913e+06
mass 4806.02, q2 3.69089e+06
mass 4349.94, q2 4.40458e+06
mass 4297.79, q2 3.85318e+06
mass 4537.34, q2 1.11172e+06
mass 4943.34, q2 1.68256e+06
mass 4071.07, q2 6.81477e+06
mass 3669.03, q2 2.58431e+06
mass 4898.17, q2 4.05467e+06
mass 3827.74, q2 1.78521e+06
mass 4393.99, q2 5.73222e+06
mass 3269.81, q2 1.70871e+06
mass 4592.02, q2 3.91542e+06
mass 5055.78, q2 2.777e+06
mass 4579.16, q2 2.30677e+06
mass 4761.1, q2 2.85601e+06
mass 4573.59, q2 2.2477e+06
mass 4449.26, q2 4.58485e+06
mass 4557.73, q2 1.13367e+06
mass 6133.4, q2 3.49808e+06
mass 3954.22, q2 1.83854e+06
mass 4502.8, q2 174747
mass 4762.06, q2 4.72097e+06
mass 4897.37, q2 3.91661e+06
mass 5307.91, q2 668596
mass 4132.13, q2 4.22149e+06
mass 4187.02, q2 3.28483e+06
mass 3692.28, q2 865108
mass 3441.39, q2 1.59063e+06
mass 4472.66, q2 8.78298e+06
mass 4638.34, q2 1.34189e+06
mass 4987.32, q2 2.74548e+06
mass 4724.65, q2 4.57616e+06
mass 4139.85, q2 877924
mass 4840.29, q2 3.44761e+06
mass 4187.22, q2 3.68122e+06
mass 4979.81, q2 1.37274e+06
mass 4718.43, q2 761034
mass 5773.69, q2 2.41752e+06
mass 4053.67, q2 164377
mass 4192.08, q2 2.09505e+06
mass 5045.81, q2 4.078e+06
mass 3344.58, q2 2.60839e+06
mass 4833.92, q2 1.53624e+06
mass 4349.33, q2 6.79892e+06
mass 4784.49, q2 3.45929e+06
mass 5637.67, q2 262098
mass 4421.64, q2 4.57736e+06
mass 4929.72, q2 2.16206e+06
mass 3663.77, q2 1.21596e+06
mass 3987.7, q2 6.62776e+06
mass 5613.09, q2 4.38749e+06
mass 5230.2, q2 2.90262e+06
mass 4608.7, q2 1.99377e+06
mass 5379.33, q2 1.31026e+06
mass 4887.33, q2 2.48998e+06
mass 5093.77, q2 1.79933e+06
mass 3917.79, q2 2.78352e+06
mass 5588.56, q2 4.97008e+06
mass 4420.88, q2 7.22293e+06
mass 4012.27, q2 2.75365e+06
mass 3499.07, q2 8.20977e+06
mass 4485.37, q2 3.48751e+06
mass 4686.77, q2 196181
mass 4995.3, q2 8.55678e+06
mass 4788.78, q2 9.71653e+06
mass 4117.72, q2 1.39202e+06
mass 3608.44, q2 6.62995e+06
mass 4269.77, q2 9.01559e+06
mass 3314.67, q2 2.01166e+06
mass 4292.03, q2 5.16279e+06
mass 4232.77, q2 2.99255e+06
mass 4704.46, q2 873834
mass 4868.52, q2 902901
mass 4894.24, q2 1.2641e+06
mass 4159.71, q2 4.85489e+06
mass 5798.93, q2 -666924
mass 3719.16, q2 3.23006e+06
mass 3555.54, q2 1.4872e+06
mass 5160.23, q2 6.58744e+06
mass 5743.63, q2 1.07114e+06
mass 4388.51, q2 542663
mass 4566.89, q2 5.25142e+06
mass 3863.17, q2 3.64229e+06
mass 4696.49, q2 1.49787e+06
RooDataSet::dataset[m_{D_{s}#mu}] = 2986 entries
RooDataSet::datasetQ[m_{D_{s}#mu},q^{2}] = 2986 entries
RooDataSet::datasetE[m_{D_{s}#mu},E_{#mu}] = 2986 entries
RooDataSet::datasetM[m_{D_{s}#mu},mm^2] = 2986 entries
RooDataSet::datasetQP[m_{D_{s}#mu},q^{2}] = 2986 entries
RooDataSet::datasetQM[m_{D_{s}#mu},q^{2}] = 2986 entries
All events processed
